Ссылка,Название должности,Зарплата,Необходимый опыт,Название компании,Город,Станция метро
https://hh.ru/vacancy/108799449?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике ВЭД,Информация отсутствует,Информация отсутствует,Технопарк Офис,Москва,Деловой центр
https://hh.ru/vacancy/108005222?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист,Информация отсутствует,Информация отсутствует,РУССКАРТ,Москва,Медведково
https://hh.ru/vacancy/111869025?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике ВЭД,Информация отсутствует,Информация отсутствует,ALEX BAITLER RUS (ООО Алекс Байтлер Рус),Москва,Сходненская
https://hh.ru/vacancy/110208404?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Специалист по логистике (перегоны),Информация отсутствует,Информация отсутствует,Русбизнесавто,Москва,Информация отсутствует
https://hh.ru/vacancy/112350586?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Главный специалист по автомобильной логистике,Информация отсутствует,Информация отсутствует,ООО РГ-СЕРВИС,Москва,Давыдково
https://hh.ru/vacancy/111421900?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист по международным автоперевозкам,Информация отсутствует,Информация отсутствует,Оптимальная логистика,Москва,Сходненская
https://hh.ru/vacancy/111991050?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Диспетчер-логист службы доставки еды,Информация отсутствует,Информация отсутствует,ИП Хугаев Сослан Герасович,Москва,Кожуховская
https://hh.ru/vacancy/109763408?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист по персоналу (удаленно),Информация отсутствует,Информация отсутствует,ЭРС Групп,Москва,Павелецкая
https://hh.ru/vacancy/107733402?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Главный специалист направления по железнодорожной логистике,Информация отсутствует,Информация отсутствует,Распадская Угольная Компания,Москва,Информация отсутствует
https://hh.ru/vacancy/111420258?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист Координатор,Информация отсутствует,Информация отсутствует,ООО Деликатная Логистика,Москва,Стахановская
https://hh.ru/vacancy/110805657?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист,Информация отсутствует,Информация отсутствует,JobHelp,Москва,Савёловская
https://hh.ru/vacancy/110102334?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике на собственный транспорт,Информация отсутствует,Информация отсутствует,ООО ДК Логистик Сервис,Москва,Информация отсутствует
https://hh.ru/vacancy/103289061?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Специалист по логистике (м. Савеловская),Информация отсутствует,Информация отсутствует,Ozon fresh,Москва,Савёловская
https://hh.ru/vacancy/111798424?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер в отдел логистики,Информация отсутствует,Информация отсутствует,ООО ТК Балкарсервис,Москва,Информация отсутствует
https://hh.ru/vacancy/110623893?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист,Информация отсутствует,Информация отсутствует,ООО ТК-Слон,Москва,Беговая
https://hh.ru/vacancy/111770568?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер в отдел логистики,Информация отсутствует,Информация отсутствует,Доктор Линз,Москва,Преображенская площадь
https://hh.ru/vacancy/109886058?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер-логист,Информация отсутствует,Информация отсутствует,ООО ПЕГАС-АВТО,Москва,Информация отсутствует
https://hh.ru/vacancy/111350607?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Помощник логиста,Информация отсутствует,Информация отсутствует,ООО Мэйджор Карго Сервис,Москва,Информация отсутствует
https://hh.ru/vacancy/109816729?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике / Логист,Информация отсутствует,Информация отсутствует,ООО Вентой Инжиниринг Корпорейшн,Москва,Информация отсутствует
https://hh.ru/vacancy/111295245?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,"Менеджер склада, логист - подработка",Информация отсутствует,Информация отсутствует,Горячева Екатерина Витальевна,Москва,Информация отсутствует
https://hh.ru/vacancy/111901573?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Специалист по железнодорожным перевозкам (Логист),Информация отсутствует,Информация отсутствует,ООО Кардинал Групп,Москва,Информация отсутствует
https://hh.ru/vacancy/111888063?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике (привлеченный транспорт),Информация отсутствует,Информация отсутствует,"Сотранс, группа компаний",Москва,Ленинский проспект
https://hh.ru/vacancy/109676735?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО Грин Си Транспорт,Москва,Информация отсутствует
https://hh.ru/vacancy/111859993?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике уральского офиса,Информация отсутствует,Информация отсутствует,ООО Аспекс машиностроительная компания,Москва,Информация отсутствует
https://hh.ru/vacancy/111873025?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике и ВЭД,Информация отсутствует,Информация отсутствует,АО Росатом Сервис,Москва,Профсоюзная
https://hh.ru/vacancy/108480158?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Supply Chain Manager / Менеджер по логистике,Информация отсутствует,Информация отсутствует,"«Procter & Gamble», Молодой специалист",Москва,Войковская
https://hh.ru/vacancy/111230853?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике/Логист,Информация отсутствует,Информация отсутствует,Деалмед,Москва,Беляево
https://hh.ru/vacancy/111860543?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Специалист по логистике и ВЭД,Информация отсутствует,Информация отсутствует,ООО Компания ТЕРА,Москва,Информация отсутствует
https://hh.ru/vacancy/109306382?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО Омегавита,Москва,Бауманская
https://hh.ru/vacancy/111575617?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО Балтийский курьер,Москва,Марьина Роща
https://hh.ru/vacancy/111845802?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Специалист по международным перевозкам (логист),Информация отсутствует,Информация отсутствует,STALOGISTIC,Москва,Дмитровская
https://hh.ru/vacancy/108010616?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист / Специалист по логистике,Информация отсутствует,Информация отсутствует,ООО Фаст Ривер,Москва,Информация отсутствует
https://hh.ru/vacancy/111690099?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,"Логист (м.Бауманская, БЦ Суперметалл)",Информация отсутствует,Информация отсутствует,ООО МЕГА-МТранс,Москва,Бауманская
https://hh.ru/vacancy/111113118?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,"Менеджер по логистике, закупкам и ВЭД",Информация отсутствует,Информация отсутствует,ООО ПРАЙМ-КРАФТ,Москва,Лужники
https://hh.ru/vacancy/112033119?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Таможенный декларант/менеджер по логистике и ВЭД,Информация отсутствует,Информация отсутствует,ООО Глобал Бизнес Сервис Информэйшн,Москва,Информация отсутствует
https://hh.ru/vacancy/112448444?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Ведущий специалист по закупкам и логистике,Информация отсутствует,Информация отсутствует,ООО СВАРТА,Москва,Информация отсутствует
https://hh.ru/vacancy/108657780?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Старший логист,Информация отсутствует,Информация отсутствует,ООО Динамит,Москва,Внуково
https://hh.ru/vacancy/109874780?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Диспетчер-логист (удаленно),Информация отсутствует,Информация отсутствует,ООО ТК Арион,Москва,Информация отсутствует
https://hh.ru/vacancy/108610688?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,"Старший логист (м. Владыкино, м. Окружная)",Информация отсутствует,Информация отсутствует,Staffberry,Москва,Владыкино
https://hh.ru/vacancy/107871333?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,Инкотекс,Москва,Щелковская
https://hh.ru/vacancy/111522907?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО Транс-Партнер,Москва,Бабушкинская
https://hh.ru/vacancy/108352361?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Продавец-логист (м. Водный стадион),Информация отсутствует,Информация отсутствует, О’КЕЙ Магазины,Москва,Водный стадион
https://hh.ru/vacancy/111783443?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист отдела экспедирования (г. Егорьевск),Информация отсутствует,Информация отсутствует,Ультрадекор ГМХ,Егорьевск (Московская область),Информация отсутствует
